"18E55'33""";"53N43'11""";2207011
"21E00'48""";"52N13'51""";1465011
"18E09'29""";"52N37'35""";0409044
"19E01'59""";"54N01'59""";2209011
"19E11'50""";"53N45'30""";2207044
"19E23'09""";"54N10'48""";2861011
"18E30'30""";"54N33'09""";2262011
"20E48'35""";"52N06'22""";1421052
"18E33'35""";"54N20'26""";2261011
"18E48'21""";"54N36'17""";2211011
"19E55'22""";"53N54'51""";2815084
"20E24'45""";"53N21'58""";2811044
"20E22'26""";"53N59'26""";2814034
"21E22'01""";"54N05'06""";2808011
"17E52'41""";"53N05'20""";1415072
"22E00'34""";"52N23'52""";1433011
"19E10'01""";"53N23'06""";0402074
"18E45'02""";"53N02'24""";0806045
"18E42'08""";"52N52'36""";0401011
"17E36'49""";"53N08'28""";0410034
"18E13'34""";"53N04'34""";0403084
"17E44'06""";"53N00'47""";0410054
"17E29'22""";"53N21'40""";0413044
"18E25'40""";"53N24'10""";0210035
"20E12'43""";"50N02'07""";1219044
"21E02'24""";"52N13'35""";1465011
"18E31'39""";"52N37'34""";1603062
"19E58'24""";"50N50'56""";2613064
"18E39'13""";"54N13'14""";2204042
"20E51'14""";"52N06'49""";3007042
"23E16'39""";"50N43'33""";0410055
"18E56'35""";"52N56'56""";0415032
"18E44'25""";"53N02'20""";0415042
"21E50'47""";"53N37'43""";2816034
"20E59'25""";"52N15'09""";1465011
"19E24'05""";"54N10'14""";2861011
"21E06'14""";"52N14'01""";1465011
"21E06'14""";"52N14'01""";1465011
"17E28'59""";"52N45'14""";0419034
"18E06'45""";"52N45'01""";3021165
"20E57'51""";"52N20'10""";1465011
"21E26'45""";"52N26'14""";1434114
"22E54'24""";"51N38'18""";3017072
"18E26'00""";"53N24'49""";0210035
"17E55'07""";"52N56'33""";0419044
"18E29'25""";"53N30'34""";1420092
"18E47'08""";"54N05'59""";2214011
"18E46'50""";"53N27'51""";0462011
"23E05'34""";"50N47'59""";0620072
"18E46'41""";"53N28'06""";0462011
"20E57'31""";"50N02'32""";1263011
"20E58'40""";"52N13'03""";1465011
"21E00'51""";"52N12'35""";1465011
"21E00'24""";"52N11'19""";1465011
"21E01'08""";"52N14'51""";1465011
